rank,won_mvp,player,season_start,age,pos,pos_number,tm,pts_won,pts_max,vote_share,all_star_votes,g,team_wins,overall_seed,preseason_odds_rank,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ws,ws_per_48,vorp,bpm,offensive_raptor,defensive_raptor
5,0,Dwight Howard,2007,22,C,5,ORL,60,1260,0.048,2066991,82,52,9,17.5,37.7,7.1,11.9,0.599,0,0,0,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,12.9,0.2,3.3,2.2,0.627842058,2.163505364
6,0,Amar'e Stoudemire,2007,25,C,5,PHO,27,1260,0.021,998969,79,55,7,3,33.9,9,15.3,0.59,0.1,0.4,0.161,9,14.9,0.601,0.592,7,8.7,0.805,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4,10.3,28.2,14.6,0.262,4,3.9,3.608419212,0.081288398
7,0,Tim Duncan,2007,31,C,5,SAS,25,1260,0.02,1712800,78,56,5,1.5,34,7.5,15.1,0.497,0,0.1,0,7.5,15.1,0.498,0.497,4.3,5.9,0.73,3,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,24.4,0.546,0.003,0.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,11.1,0.201,4.5,4.7,0.874232314,4.296832261
8,0,Tracy McGrady,2007,28,SG,2,HOU,19,1260,0.015,1192742,66,55,6,6,37,8.3,19.8,0.419,1.3,4.5,0.292,7,15.3,0.457,0.452,3.7,5.4,0.684,0.6,4.5,5.1,5.9,1,0.5,2.4,1.4,21.6,18.4,0.487,0.226,0.274,2,13.5,7.8,29.6,1.5,0.9,9.8,30.4,5.8,0.115,2.7,2.4,2.03438348,0.577414784
9,0,Steve Nash,2007,33,PG,1,PHO,18,1260,0.014,1174125,81,55,7,3,34.3,6,11.9,0.504,2.2,4.7,0.47,3.8,7.2,0.527,0.597,2.7,3,0.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22,10.5,0.181,2.6,1.6,6.832862505,-1.622864537
10,0,Manu Ginobili,2007,30,SG,2,SAS,9,1260,0.007,541148,74,56,5,1.5,31.1,6.1,13.3,0.46,2.1,5.3,0.401,4,8,0.499,0.54,5.1,6,0.86,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,24.3,0.612,0.395,0.449,3.3,14.7,9.1,26.4,2.6,1.1,14.5,28.7,11.1,0.232,5.9,8.1,5.4005772,2.669572164
1,1,LeBron James,2008,24,SF,3,CLE,1172,1210,0.969,29840823,81,66,1,5,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4,31.7,0.591,0.238,0.472,4.3,19,11.9,38,2.4,2.4,11,33.8,20.3,0.318,11.6,13,9.334993762,3.245820847
2,0,Kobe Bryant,2008,30,SG,2,LAL,698,1210,0.577,2805397,82,65,2,1.5,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1,9.7,32.2,12.7,0.206,4.9,4.5,5.905903594,0.790464766
3,0,Dwyane Wade,2008,27,SG,2,MIA,680,1210,0.562,2741413,79,43,14,15.5,38.6,10.8,22,0.491,1.1,3.5,0.317,9.7,18.5,0.524,0.516,7.5,9.8,0.765,1.1,3.9,5,7.5,2.2,1.3,3.4,2.3,30.2,30.4,0.574,0.16,0.443,3.5,12.2,7.8,40.3,3,2.8,11.6,36.2,14.7,0.232,9.7,10.7,7.081242324,2.31074139
4,0,Dwight Howard,2008,23,C,5,ORL,328,1210,0.271,3150181,79,59,4,10.5,35.7,7.1,12.4,0.572,0,0,0,7.1,12.4,0.573,0.572,6.4,10.7,0.594,4.3,9.6,13.8,1.4,1,2.9,3,3.4,20.6,25.4,0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,13.8,0.234,4.6,4.4,0.725677494,4.375458232
5,0,Chris Paul,2008,23,PG,1,NOH,192,1210,0.159,2134798,78,49,10,5,38.5,8.1,16.1,0.503,0.8,2.3,0.364,7.3,13.8,0.525,0.528,5.8,6.7,0.868,0.9,4.7,5.5,11,2.8,0.1,3,2.7,22.8,30,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,18.3,0.292,10,11.2,8.195174738,3.653223158
6,0,Chauncey Billups,2008,32,PG,1,DEN,33,1210,0.027,0,79,55,5,17,35.3,5.2,12.4,0.418,2.1,5,0.408,3.1,7.4,0.425,0.501,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7,18.8,0.592,0.405,0.467,1.4,8.4,5,28.9,1.7,0.5,13,21.7,10.1,0.174,3.2,2.5,5.092921311,-1.640615163
7,0,Paul Pierce,2008,31,SF,3,BOS,21,1210,0.017,1238763,81,62,3,1.5,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5,5.6,3.6,1,0.3,2.8,2.7,20.5,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,10.3,0.164,3.4,2.5,1.7849531,0.733777652
8,0,Tony Parker,2008,26,PG,1,SAS,9,1210,0.007,1084361,72,54,7,3,34.1,8.9,17.5,0.506,0.3,0.9,0.292,8.6,16.6,0.518,0.513,3.9,5,0.782,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,8.6,0.168,3.2,3.1,3.587363227,-0.02816499
9,0,Brandon Roy,2008,24,SG,2,POR,7,1210,0.006,468688,78,54,6,13.5,37.2,8.1,16.9,0.48,1.1,2.8,0.377,7.1,14.1,0.501,0.512,5.3,6.5,0.824,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,24,0.573,0.167,0.383,4.4,11.6,7.9,25.4,1.7,0.6,9,27.4,13.5,0.223,5.7,5.8,5.839495873,0.395293004
10,0,Dirk Nowitzki,2008,30,PF,4,DAL,3,1210,0.002,1107926,81,50,9,10.5,37.7,9.6,20,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1,1.5,7.8,30.3,10.9,0.171,2.4,1.2,2.188568477,-0.143934597
1,1,LeBron James,2009,25,SF,3,CLE,1205,1230,0.98,2549693,76,61,1,2,39,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1,3.4,1.6,29.7,31.1,0.604,0.253,0.506,3,18.5,11.1,41.8,2.2,2,12.3,33.5,18.5,0.299,10.9,12.5,9.196731423,2.250083757
2,0,Kevin Durant,2009,21,SF,3,OKC,609,1230,0.495,870567,82,50,10,23.5,39.5,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1,3.3,2.1,30.1,26.2,0.607,0.21,0.504,3.8,17.9,11,13.5,1.8,1.9,11.7,32,16.1,0.238,5.8,5.1,5.202070753,1.802995972
3,0,Kobe Bryant,2009,31,SG,2,LAL,599,1230,0.487,2456224,73,57,3,1,38.8,9.8,21.5,0.456,1.4,4.1,0.329,8.5,17.4,0.487,0.488,6,7.4,0.811,1.1,4.3,5.4,5,1.5,0.3,3.2,2.6,27,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,9.4,0.16,4,3.6,4.248726021,1.093790366
4,0,Dwight Howard,2009,24,C,5,ORL,478,1230,0.389,2360096,82,59,2,4.5,34.7,6.2,10.2,0.612,0,0.1,0,6.2,10.1,0.617,0.612,5.9,10,0.592,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,24,0.63,0.008,0.978,12,31.3,22,8.7,1.4,6,18.7,23.9,13.2,0.223,5.4,5.5,0.854158659,5.033301285
5,0,Dwyane Wade,2009,28,SG,2,MIA,119,1230,0.097,2327550,77,47,13,11.5,36.3,9.3,19.6,0.476,0.9,3.2,0.3,8.4,16.5,0.509,0.5,6.9,9.1,0.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,28,0.562,0.161,0.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,13,0.224,8,9.4,7.211522958,1.721536845
6,0,Carmelo Anthony,2009,25,SF,3,DEN,65,1230,0.053,2137560,69,53,7,6,38.2,10,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3,3.3,28.2,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,7.9,0.145,2.3,1.4,3.392805436,-0.527099653
7,0,Dirk Nowitzki,2009,31,PF,4,DAL,55,1230,0.045,1093005,81,55,4,8.5,37.5,8.9,18.5,0.481,0.6,1.5,0.421,8.3,17,0.487,0.498,6.6,7.2,0.915,1,6.7,7.7,2.7,0.9,1,1.8,2.6,25,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13,1.2,2,7.8,28.8,12.3,0.194,3.5,2.6,2.253263956,0.733149653
8,0,Steve Nash,2009,35,PG,1,PHO,49,1230,0.04,1222235,81,54,5,17.5,32.8,6.2,12.2,0.507,1.5,3.6,0.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11,0.5,0.1,3.6,1.3,16.5,21.6,0.615,0.295,0.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.9,0.178,2.6,1.8,6.745587951,-1.969484463
9,0,Deron Williams,2009,25,PG,1,UTA,7,1230,0.006,0,76,53,8,8.5,36.9,6.5,13.9,0.469,1.3,3.4,0.371,5.2,10.4,0.501,0.515,4.4,5.5,0.801,0.7,3.3,4,10.5,1.3,0.2,3.3,2.7,18.7,20.6,0.574,0.246,0.397,2.2,10.4,6.4,44.5,1.8,0.5,16.9,23.8,10.3,0.177,3.7,3.3,5.72484464,-0.026439482
10,0,Amar'e Stoudemire,2009,27,PF,4,PHO,5,1230,0.004,1824093,82,54,5,17.5,34.6,8.6,15.4,0.557,0,0.1,0.167,8.6,15.3,0.559,0.557,5.9,7.7,0.771,2.8,6.1,8.9,1,0.6,1,2.6,3.4,23.1,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,10.7,0.181,1.6,0.3,1.935621393,-1.23155066
1,1,Derrick Rose,2010,22,PG,1,CHI,1182,1210,0.977,1914996,81,62,1,5,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15,0.481,0.485,5.9,6.9,0.858,1,3.1,4.1,7.7,1,0.6,3.4,1.7,25,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,13.1,0.208,6,5.9,5.296784415,-0.293385307
2,0,Dwight Howard,2010,25,C,5,ORL,643,1210,0.531,2099204,78,52,8,3.5,37.6,7.9,13.4,0.593,0,0.1,0,7.9,13.3,0.597,0.593,7,11.7,0.596,4,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,14.4,0.235,5,4.8,1.060005383,5.117279355
3,0,LeBron James,2010,26,SF,3,MIA,522,1210,0.431,2053011,79,58,3,1,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,15.6,0.244,8.2,8.6,6.041355599,1.546103098
4,0,Kobe Bryant,2010,32,SG,2,LAL,428,1210,0.354,2380016,82,57,5,2,33.9,9,20,0.451,1.4,4.3,0.323,7.6,15.6,0.487,0.487,5.9,7.1,0.828,1,4.1,5.1,4.7,1.2,0.1,3,2.1,25.3,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,10.3,0.178,4.1,3.8,4.484788891,-1.163196222
5,0,Kevin Durant,2010,22,SF,3,OKC,190,1210,0.157,1736728,78,55,7,6,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1,2.8,2,27.7,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,12,0.189,3.7,2.9,4.70705596,-0.469041773
6,0,Dirk Nowitzki,2010,32,PF,4,DAL,113,1210,0.093,785120,73,57,4,7,34.3,8.4,16.2,0.517,0.9,2.3,0.393,7.5,13.8,0.538,0.545,5.4,6.1,0.892,0.7,6.3,7,2.6,0.5,0.6,1.9,2.4,23,23.4,0.612,0.142,0.376,2.4,20.8,12,14.2,0.8,1.4,9.1,28.2,11.1,0.213,3.7,3.8,4.241465123,1.906615135
7,0,Dwyane Wade,2010,29,SG,2,MIA,24,1210,0.02,2048175,76,58,3,1,37.1,9.1,18.2,0.5,0.8,2.7,0.306,8.3,15.5,0.534,0.523,6.5,8.6,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,12.8,0.218,5.7,5.9,5.608767498,1.208391006
8,0,Manu Ginobili,2010,33,SG,2,SAS,20,1210,0.017,748840,80,61,2,8.5,30.3,5.5,12.7,0.433,1.9,5.5,0.349,3.6,7.2,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2,17.4,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26,9.9,0.195,4.5,5.3,6.044526925,1.776115052
9,0,Amar'e Stoudemire,2010,28,C,5,NYK,9,1210,0.007,1674995,78,42,15,13,36.8,9.5,19,0.502,0.1,0.3,0.435,9.4,18.7,0.503,0.505,6.1,7.7,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,8,0.134,1.9,0.7,0.379330681,-1.84257205
10,0,Blake Griffin,2010,21,PF,4,LAC,5,1210,0.004,1033646,82,32,23,22.5,38,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1,1.1,11.7,27.3,9.8,0.152,4,3.2,1.684324409,0.411364967
10,0,Rajon Rondo,2010,24,PG,1,BOS,5,1210,0.004,1587297,68,56,6,3.5,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,6.6,0.126,2.5,2,1.928382655,1.880777919
1,1,LeBron James,2011,27,SF,3,MIA,1074,1210,0.888,1360680,77.03030303,57.15151515,4,1,37.5,10,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,19.090625,0.298,11.83049242,11,7.897845729,2.09039534
2,0,Kevin Durant,2011,23,SF,3,OKC,889,1210,0.735,1345566,82,58.39393939,3,4,38.6,9.7,19.7,0.496,2,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8,3.5,1.3,1.2,3.8,2,28,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14,31.3,15.16658333,0.23,7.6428,5.2,5.218257159,0.134707641
3,0,Chris Paul,2011,26,PG,1,LAC,385,1210,0.318,1138743,74.54545455,49.6969697,9,8,36.4,7.1,14.8,0.478,1.3,3.6,0.371,5.8,11.3,0.511,0.522,4.3,5,0.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,27,0.581,0.239,0.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,17.28696667,0.278,8.19,7.9,7.315335464,1.771082973
4,0,Kobe Bryant,2011,33,SG,2,LAL,352,1210,0.291,1555479,72.06060606,50.93939394,6,2,38.5,9.9,23,0.43,1.5,4.9,0.303,8.4,18.1,0.464,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,8.68175,0.132,3.515847222,2.3,3.318463652,-0.714734166
5,0,Tony Parker,2011,29,PG,1,SAS,331,1210,0.274,0,74.54545455,62.12121212,2,11.5,32.1,7.1,14.8,0.48,0.2,1,0.23,6.9,13.8,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1,0.1,2.6,1.3,18.3,22,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,9.7062375,0.177,2.699318182,1.7,3.854630474,1.241912013
6,0,Kevin Love,2011,23,PF,4,MIN,58,1210,0.048,373880,68.33333333,32.3030303,21,27,39,8.6,19.3,0.448,1.9,5.1,0.372,6.7,14.1,0.475,0.497,6.9,8.4,0.824,4.1,9.2,13.3,2,0.9,0.5,2.3,2.8,26,25.4,0.568,0.266,0.434,11.6,26.4,19,10,1.1,0.9,9.2,28.8,14.857375,0.223,4.841145833,4.5,5.148193527,-0.121748892
7,0,Dwight Howard,2011,26,C,5,ORL,13,1210,0.011,1600390,67.09090909,45.96969697,12,9.5,38.3,7.7,13.4,0.573,0,0.1,0,7.7,13.3,0.579,0.573,5.2,10.6,0.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,24.2,0.569,0.01,0.788,11,33.1,21.9,9.8,2.1,4.4,15.2,26.1,11.71182083,0.179,4.089395455,3.8,-0.298883,4.690059134
8,0,Rajon Rondo,2011,25,PG,1,BOS,12,1210,0.01,547110,65.84848485,48.45454545,10,6.5,36.9,4.8,10.8,0.448,0.2,0.8,0.238,4.6,10,0.464,0.456,2,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,7.6275375,0.121,2.15941875,1.3,2.874384349,1.432791889
9,0,Steve Nash,2011,37,PG,1,PHO,7,1210,0.006,276268,77.03030303,41,18,18.5,31.6,4.8,9,0.532,0.9,2.3,0.39,3.9,6.7,0.58,0.581,2,2.3,0.894,0.4,2.6,3,10.7,0.6,0.1,3.7,0.9,12.5,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1,0.3,27.1,19.6,7.7736,0.144,1.150287879,-0.5,5.021989062,-1.205816978
10,0,Dwyane Wade,2011,30,SG,2,MIA,6,1210,0.005,1334223,60.87878788,57.15151515,4,1,33.2,8.5,17.1,0.497,0.3,1.1,0.268,8.2,15.9,0.513,0.506,4.8,6.1,0.791,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,26.3,0.559,0.067,0.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,12.87468333,0.227,4.176891162,6.3,4.299322523,2.442983368
1,1,LeBron James,2012,28,PF,4,MIA,1207,1210,0.998,1583646,76,66,1,1,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7,0.753,1.3,6.8,8,7.3,1.7,0.9,3,1.4,26.8,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,19.3,0.322,9.8,11.6,8.529732991,1.092302181
2,0,Kevin Durant,2012,24,SF,3,OKC,765,1210,0.632,1504047,81,60,2,3,38.5,9,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,28.3,0.647,0.233,0.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,18.9,0.291,7.6,7.7,6.510810064,1.030344845
3,0,Carmelo Anthony,2012,28,PF,4,NYK,475,1210,0.393,1460950,67,54,7,10.5,37,10,22.2,0.449,2.3,6.2,0.379,7.6,16,0.476,0.502,6.3,7.6,0.83,2,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,9.5,0.184,2.8,2.4,3.717960149,-2.082130046
4,0,Chris Paul,2012,27,PG,1,LAC,289,1210,0.239,929155,70,56,5,7,33.4,5.9,12.2,0.481,1.1,3.3,0.328,4.8,8.9,0.538,0.526,4.1,4.6,0.885,0.8,3,3.7,9.7,2.4,0.1,2.3,2,16.9,26.4,0.594,0.271,0.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,13.9,0.287,5.6,7.5,8.042483558,1.289291219
5,0,Kobe Bryant,2012,34,SG,2,LAL,184,1210,0.152,1591437,78,45,13,2,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8,0.839,0.8,4.7,5.6,6,1.4,0.3,3.7,2.2,27.3,23,0.57,0.255,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,10.9,0.174,5.1,4.7,4.942640271,-0.860711908
6,0,Tony Parker,2012,30,PG,1,SAS,86,1210,0.071,176168,66,58,3,5,32.9,7.9,15.1,0.522,0.4,1,0.353,7.5,14,0.534,0.534,4.2,5,0.845,0.3,2.7,3,7.6,0.8,0.1,2.6,1.4,20.3,23,0.588,0.068,0.332,1,9.1,5.3,40.4,1.3,0.2,13,27.7,9.3,0.206,2.6,2.7,3.94714723,-0.19779406
7,0,Tim Duncan,2012,36,C,5,SAS,65,1210,0.054,492373,69,58,3,5,30.1,7.1,14.1,0.502,0,0.1,0.286,7.1,14,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,24.4,0.554,0.007,0.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,8.3,0.191,3.2,4.1,0.009170689,4.409473141
8,0,James Harden,2012,23,SG,2,HOU,33,1210,0.027,485986,78,45,12,15,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,23,0.6,0.364,0.592,2.4,11.9,7.2,25.7,2.4,1,14.9,29,12.8,0.206,5.7,5.5,5.286034182,-0.760075146
9,0,Russell Westbrook,2012,24,PG,1,OKC,9,1210,0.007,376411,82,60,2,3,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,23.9,0.532,0.195,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,11.6,0.195,5.1,5,5.328726834,0.880025922
10,0,Dwyane Wade,2012,31,SG,2,MIA,5,1210,0.004,1052310,69,66,1,1,34.7,8.2,15.8,0.521,0.2,1,0.258,8,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5,5.1,1.9,0.8,2.8,2,21.2,24,0.571,0.06,0.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,9.6,0.192,3.5,3.9,3.042603948,1.625155942
1,1,Kevin Durant,2013,25,SF,3,OKC,1232,1250,0.986,1396294,81,59,2,2,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33,19.2,0.295,8.5,8.8,7.126795864,-0.344671759
