rank,won_mvp,player,season_start,age,pos,pos_number,tm,pts_won,pts_max,vote_share,all_star_votes,g,team_wins,overall_seed,preseason_odds_rank,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ws,ws_per_48,vorp,bpm,offensive_raptor,defensive_raptor
2,0,LeBron James,2013,29,PF,4,MIA,891,1250,0.713,1416419,77,54,6,1,37.7,10,17.6,0.567,1.5,4,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32,2.2,0.8,14.4,31,15.9,0.264,8,8.9,6.04747012,-0.86615335
3,0,Blake Griffin,2013,24,PF,4,LAC,434,1250,0.347,688466,80,57,3,7.5,35.8,9,17,0.528,0.2,0.6,0.273,8.8,16.4,0.537,0.533,6,8.4,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,23.9,0.583,0.032,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29,12.2,0.205,4.8,4.6,2.997118469,0.382859115
4,0,Joakim Noah,2013,28,C,5,CHI,322,1250,0.258,181145,80,48,11,3,35.3,4.8,10,0.475,0,0,0,4.8,10,0.476,0.475,3.1,4.2,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,20,0.531,0.003,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17,18.7,11.2,0.19,6.1,6.6,1.184290947,4.533858448
5,0,James Harden,2013,24,SG,2,HOU,85,1250,0.068,470381,73,54,5,5,38,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,23.5,0.618,0.401,0.552,2.6,10.7,6.9,27.3,2.1,0.8,15,27.8,12.8,0.221,5.4,5.7,6.483479148,-0.090144979
6,0,Stephen Curry,2013,25,PG,1,GSW,66,1250,0.053,1047281,78,51,8,10.5,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,13.4,0.225,6.7,7.4,7.758268647,0.522739763
7,0,Chris Paul,2013,28,PG,1,LAC,45,1250,0.036,804309,62,57,3,7.5,35,6.5,14,0.467,1.3,3.4,0.368,5.3,10.6,0.498,0.511,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,25.9,0.58,0.244,0.397,2,11.4,6.9,48.9,3.5,0.1,12.4,23.7,12.2,0.27,5.2,7.4,7.723907354,3.6684386
8,0,Al Jefferson,2013,29,C,5,CHA,34,1250,0.027,0,73,43,16,29.5,35,9.6,18.8,0.509,0,0.2,0.2,9.5,18.6,0.512,0.51,2.6,3.8,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,7.8,0.146,2.5,1.8,-0.626954433,1.88079903
9,0,Paul George,2013,23,SF,3,IND,33,1250,0.026,1211318,80,56,4,7.5,36.2,7.2,17,0.424,2.3,6.3,0.364,4.9,10.8,0.458,0.49,5,5.8,0.864,0.8,6,6.8,3.5,1.9,0.3,2.8,2.5,21.7,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,10.8,0.178,4.9,4.7,2.969863372,3.033285771
10,0,LaMarcus Aldridge,2013,28,PF,4,POR,26,1250,0.021,609172,69,54,7,17.5,36.2,9.4,20.6,0.458,0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1,1.8,2.1,23.2,21.8,0.507,0.011,0.253,7.2,25.5,16.5,13,1.3,1.9,7.2,29.8,7.5,0.144,1.5,0.3,1.433515593,2.326357965
1,1,Stephen Curry,2014,26,PG,1,GSW,1198,1300,0.922,1513324,80,67,1,8,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,28,0.638,0.482,0.251,2.4,11.4,7,38.6,3,0.5,14.3,28.9,15.7,0.288,7.9,9.9,8.600890397,2.437371187
2,0,James Harden,2014,25,SG,2,HOU,936,1300,0.72,1069368,81,56,3,6,36.8,8,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7,1.9,0.7,4,2.6,27.4,26.7,0.605,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,16.4,0.265,7.8,8.4,7.738230976,-0.234725231
3,0,LeBron James,2014,30,SF,3,CLE,552,1300,0.425,1470483,69,53,7,1,36.1,9,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,2,25.3,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,10.4,0.199,5.9,7.4,4.844198435,0.166578199
4,0,Russell Westbrook,2014,26,PG,1,OKC,352,1300,0.271,248758,67,45,14,3,34.4,9.4,22,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47,3,0.5,14.3,38.4,10.6,0.222,7.6,11,6.093559789,-0.487868576
5,0,Anthony Davis,2014,21,PF,4,NOP,203,1300,0.156,1369911,68,45,13,16,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,30.8,0.591,0.01,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,14,0.274,5.7,7.1,3.840856691,4.708205134
6,0,Chris Paul,2014,29,PG,1,LAC,124,1300,0.095,551167,82,56,4,5,34.8,6.9,14.3,0.485,1.7,4.3,0.398,5.2,10,0.523,0.545,3.5,3.9,0.9,0.6,4,4.6,10.2,1.9,0.2,2.3,2.5,19.1,26,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,16.1,0.27,6.9,7.5,8.557501318,2.111893393
7,0,LaMarcus Aldridge,2014,29,PF,4,POR,6,1300,0.005,498131,71,51,8,11.5,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1,1.7,1.8,23.4,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,8.6,0.165,1.4,0.3,2.278443308,1.637708536
8,0,Marc Gasol,2014,30,C,5,MEM,3,1300,0.002,795121,81,55,5,13.5,33.2,6.5,13.2,0.494,0,0.2,0.176,6.5,13,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,10.2,0.182,4.6,4.8,1.357467162,2.951834991
8,0,Blake Griffin,2014,25,PF,4,LAC,3,1300,0.002,700615,67,56,4,5,35.2,8.6,17.1,0.502,0.1,0.4,0.4,8.4,16.7,0.504,0.506,4.6,6.4,0.728,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,9,0.183,3.6,4.1,3.288511092,-0.267539158
1,1,Stephen Curry,2015,27,PG,1,GSW,1310,1310,1,1604325,79,73,1,2,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2,30.1,31.5,0.669,0.554,0.25,2.9,13.6,8.6,33.7,3,0.4,12.9,32.6,17.9,0.318,9.8,12.5,10.37941079,2.108447237
2,0,Kawhi Leonard,2015,24,SF,3,SAS,634,1310,0.484,782339,72,67,2,3,33.1,7.7,15.1,0.506,1.8,4,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1,1.5,1.8,21.2,26,0.616,0.267,0.306,4.7,18.4,11.8,13,2.8,2.3,7.8,25.8,13.7,0.277,6.2,8.3,5.128249918,4.72471971
3,0,LeBron James,2015,31,SF,3,CLE,631,1310,0.482,1089206,76,57,3,1,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6,7.4,6.8,1.4,0.6,3.3,1.9,25.3,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,13.6,0.242,7.6,9.1,5.950621766,2.20491096
4,0,Russell Westbrook,2015,27,PG,1,OKC,486,1310,0.371,772009,80,55,5,4,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6,7.8,10.4,2,0.3,4.3,2.5,23.5,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,14,0.245,8.3,10,6.633779622,-0.039164003
5,0,Kevin Durant,2015,27,SF,3,OKC,147,1310,0.112,980787,72,55,5,4,35.8,9.7,19.2,0.505,2.6,6.7,0.387,7.1,12.5,0.569,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.2,28.2,0.634,0.348,0.361,2,21.8,12.4,24.2,1.3,2.5,13.5,30.6,14.5,0.27,6.4,7.9,5.486769318,-0.038940584
6,0,Chris Paul,2015,30,PG,1,LAC,107,1310,0.082,624334,74,53,6,5,32.7,7,15.1,0.462,1.6,4.4,0.371,5.3,10.6,0.501,0.517,4,4.4,0.896,0.5,3.7,4.2,10,2.1,0.2,2.6,2.5,19.5,26.2,0.575,0.295,0.294,1.8,12,7,52.7,3.1,0.4,13.4,27.1,12.7,0.253,6,7.8,7.703586245,1.597344496
7,0,Draymond Green,2015,25,PF,4,GSW,50,1310,0.038,726616,81,73,1,2,34.7,5,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3,14,19.3,0.587,0.315,0.402,5.5,23,14.7,29,2,3,21.2,18.8,11.1,0.19,5.5,5.8,3.934409872,5.42306048
8,0,Damian Lillard,2015,25,PG,1,POR,26,1310,0.02,158360,75,44,13,24.5,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4,6.8,0.9,0.4,3.2,2.2,25.1,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,9.2,0.165,3.8,3.7,4.874919997,-2.15398492
9,0,James Harden,2015,26,SG,2,HOU,9,1310,0.007,430777,82,41,17,6,38.1,8.7,19.7,0.439,2.9,8,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29,25.3,0.598,0.406,0.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,13.3,0.204,6.9,6.7,5.558317072,-0.702623217
10,0,Kyle Lowry,2015,29,PG,1,TOR,6,1310,0.005,646441,77,56,4,13,37,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4,4.7,6.4,2.1,0.4,2.9,2.7,21.2,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1,13.7,26.1,11.6,0.196,6.3,6.8,5.328884573,0.430835965
1,1,Russell Westbrook,2016,28,PG,1,OKC,888,1010,0.879,1575865,81,47,10,7,34.6,10.2,24,0.426,2.5,7.1,0.347,7.8,16.9,0.46,0.478,8.8,10.5,0.841,1.7,9,10.7,10.4,1.7,0.4,5.4,2.3,31.8,30.8,0.555,0.296,0.438,5.3,28.7,17,57.4,2.4,0.9,15.9,41.7,13.1,0.224,12.4,15.6,7.791657242,-0.94793859
2,0,James Harden,2016,27,PG,1,HOU,753,1010,0.746,1771375,81,55,3,18.5,36.4,8.4,19,0.44,3.2,9.2,0.345,5.2,9.8,0.53,0.524,9.3,10.9,0.85,1.2,6.9,8.1,11.2,1.5,0.5,5.8,2.6,29.2,27.3,0.613,0.483,0.573,3.5,20.7,12.1,50.4,1.9,1,19.5,34.2,15,0.245,9,10.1,7.364581285,-0.250961985
3,0,Kawhi Leonard,2016,25,SF,3,SAS,500,1010,0.495,1058399,74,61,2,3,33.4,8.6,17.9,0.483,2,5.3,0.374,6.7,12.6,0.529,0.539,6.5,7.4,0.88,1.1,4.8,5.9,3.6,1.8,0.8,2.1,1.7,25.7,27.6,0.61,0.295,0.414,3.8,15.8,10,19,2.7,1.8,8.9,31.2,13.6,0.264,6.2,7.9,7.299944462,1.992527567
4,0,LeBron James,2016,32,SF,3,CLE,333,1010,0.33,1893751,74,51,5,2,37.8,9.9,18.2,0.545,1.7,4.7,0.362,8.2,13.5,0.609,0.592,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.3,27,0.617,0.258,0.394,3.9,20.7,12.6,41.3,1.6,1.3,16.1,30.1,12.9,0.221,7.3,8.4,6.900985062,0.909672538
5,0,Isaiah Thomas,2016,27,PG,1,BOS,81,1010,0.08,755102,76,53,4,4,33.8,9,19.5,0.463,3.2,8.5,0.38,5.8,11,0.527,0.546,7.8,8.6,0.911,0.5,2.1,2.6,5.9,0.9,0.1,2.7,2.2,29.1,26.5,0.625,0.436,0.44,1.7,6.9,4.3,32.7,1.3,0.3,10.5,34,12.5,0.234,4.8,5.4,7.505316284,-3.309829879
6,0,Stephen Curry,2016,28,PG,1,GSW,52,1010,0.051,1848121,79,67,1,1,33.4,8.6,18.3,0.468,4.1,10,0.408,4.5,8.4,0.54,0.579,4.1,4.6,0.901,0.8,3.7,4.5,6.6,1.8,0.2,3,2.4,25.3,24.6,0.623,0.544,0.25,2.8,11.4,7.3,31.1,2.6,0.5,12.9,30.1,12.6,0.229,6.2,7.3,9.3086844,-0.095877228
7,0,Giannis Antetokounmpo,2016,22,SF,3,MIL,7,1010,0.007,1604463,80,42,14,21,35.6,8.3,15.8,0.523,0.6,2.3,0.278,7.6,13.5,0.565,0.544,5.9,7.6,0.772,1.8,6.9,8.7,5.4,1.7,1.9,2.9,3.1,23.1,26.4,0.602,0.145,0.483,6,22.4,14.3,26.2,2.4,4.7,13.1,28.3,12.4,0.21,6.9,7.6,2.777291823,2.459825128
7,0,John Wall,2016,26,PG,1,WAS,7,1010,0.007,301437,78,49,9,18.5,36.4,8.3,18.4,0.452,1.1,3.5,0.318,7.2,15,0.483,0.482,5.5,6.8,0.807,0.8,3.5,4.2,10.7,2.1,0.6,4.1,1.9,23.2,23.4,0.542,0.188,0.367,2.3,10.7,6.5,47.1,2.8,1.4,16.2,30.6,8.8,0.149,4.3,4.1,4.591815723,-1.496651871
9,0,Anthony Davis,2016,23,C,5,NOP,2,1010,0.002,974802,75,34,21,17,36.1,10.3,20.3,0.506,0.5,1.8,0.305,9.7,18.5,0.526,0.52,7,8.7,0.804,2.3,9.6,11.9,2.1,1.3,2.2,2.4,2.2,28,27.6,0.582,0.087,0.428,6.7,27.9,17.2,11.3,1.7,5,9.2,32.4,11,0.195,3.9,3.7,0.581632221,4.449178164
9,0,Kevin Durant,2016,28,SF,3,GSW,2,1010,0.002,1058399,62,67,1,1,33.4,8.9,16.7,0.537,1.9,5,0.378,7.1,11.6,0.606,0.594,5.5,6.3,0.876,0.6,7.6,8.2,4.8,1.1,1.6,2.3,1.9,25.3,27.6,0.651,0.301,0.378,2.2,23.3,13.4,22.9,1.6,3.9,10.4,27.9,12,0.278,5.2,8,5.932598547,1.140458288
1,1,James Harden,2017,28,SG,2,HOU,965,1010,0.955,1486830,72,65,1,5.5,35.4,9,20.1,0.449,3.7,10,0.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,15.4,0.289,8.3,10.9,8.750964733,1.316804158
2,0,LeBron James,2017,33,PF,4,CLE,738,1010,0.731,2638294,82,50,6,2,36.9,10.5,19.3,0.542,1.8,5,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,14,0.221,8.9,9.6,7.460088031,-1.69261119
3,0,Anthony Davis,2017,24,PF,4,NOP,445,1010,0.441,1088230,75,48,9,14,36.4,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.558,0.552,6.6,8,0.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2,5.6,8.6,30,13.7,0.241,4.9,5.2,1.259732435,4.00413267
4,0,Damian Lillard,2017,27,PG,1,POR,207,1010,0.205,439462,73,49,7,18,36.6,8.5,19.4,0.439,3.1,8.6,0.361,5.4,10.8,0.501,0.519,6.8,7.4,0.916,0.8,3.6,4.5,6.6,1.1,0.4,2.8,1.6,26.9,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,12.6,0.227,5.9,6.7,6.154617221,-0.127381373
5,0,Russell Westbrook,2017,29,PG,1,OKC,76,1010,0.075,1241129,80,48,10,5.5,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,10.1,0.166,7.5,8.2,4.340246175,0.089066673
6,0,Giannis Antetokounmpo,2017,23,PF,4,MIL,75,1010,0.074,2530211,75,44,16,8,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,0.554,0.545,6.5,8.5,0.76,2.1,8,10,4.8,1.5,1.4,3,3.1,26.9,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,11.9,0.207,5.4,5.8,3.30536437,2.243495851
7,0,Kevin Durant,2017,29,SF,3,GSW,66,1010,0.065,2238406,68,58,3,1,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3,2,26.4,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,10.4,0.215,4.5,5.6,5.897184335,-0.737240414
8,0,DeMar DeRozan,2017,28,SG,2,TOR,32,1010,0.032,998999,80,59,2,10,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7,14.1,0.494,0.488,5.8,7,0.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23,21,0.555,0.203,0.396,2.5,10.4,6.5,25,1.5,0.6,9.5,29.6,9.6,0.17,2.6,1.8,3.436636552,-2.129783552
9,0,LaMarcus Aldridge,2017,32,C,5,SAS,6,1010,0.006,578853,75,47,13,4,33.5,9.2,18,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2,0.6,1.2,1.5,2.1,23.1,25,0.57,0.068,0.296,10.8,17.3,14,11.3,0.9,3,6.8,29.1,10.9,0.209,3.3,3.3,2.59819016,1.373438861
10,0,Jimmy Butler,2017,28,SG,2,MIN,5,1010,0.005,329435,59,47,12,7,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.854,1.3,4,5.3,4.9,2,0.4,1.8,1.3,22.2,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,8.9,0.198,3.8,5,5.663651331,2.404066519
10,0,Stephen Curry,2017,29,PG,1,GSW,5,1010,0.005,2379494,51,58,3,1,32,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3,2.2,26.4,28.2,0.675,0.58,0.35,2.7,14.4,9,30.3,2.4,0.4,13.3,31,9.1,0.267,4.4,8.6,8.057850212,-0.5001069
1,1,Giannis Antetokounmpo,2018,24,PF,4,MIL,941,1010,0.932,4375747,72,60,1,9.5,32.8,10,17.3,0.578,0.7,2.8,0.256,9.3,14.5,0.641,0.599,6.9,9.5,0.729,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7,30.9,0.644,0.163,0.55,7.3,30,19.3,30.3,1.8,3.9,14.8,32.3,14.4,0.292,7.6,10.8,3.881445468,2.925072159
2,0,James Harden,2018,29,PG,1,HOU,776,1010,0.768,2905488,78,53,5,3,36.8,10.8,24.5,0.442,4.8,13.2,0.368,6,11.3,0.528,0.541,9.7,11,0.879,0.8,5.8,6.6,7.5,2,0.7,5,3.1,36.1,30.6,0.616,0.539,0.449,2.5,17.8,10,39.5,2.7,1.7,14.5,40.5,15.2,0.254,9.9,11.7,9.566047267,1.149233882
3,0,Paul George,2018,28,SF,3,OKC,356,1010,0.352,3122346,77,49,10,7,36.9,9.2,21,0.438,3.8,9.8,0.386,5.4,11.1,0.484,0.529,5.9,7,0.839,1.4,6.8,8.2,4.1,2.2,0.4,2.7,2.8,28,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1,10,29.5,11.9,0.201,5.3,5.5,5.333638945,4.206322803
4,0,Nikola Jokic,2018,23,C,5,DEN,212,1010,0.21,1445989,80,54,4,14,31.3,7.7,15.1,0.511,1,3.4,0.307,6.7,11.7,0.569,0.545,3.6,4.4,0.821,2.9,8,10.8,7.3,1.4,0.7,3.1,2.9,20.1,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37,2.1,1.9,15.4,27.4,11.8,0.226,7.3,9.5,6.080263137,2.664693182
5,0,Stephen Curry,2018,30,PG,1,GSW,175,1010,0.173,3861038,69,57,3,1,33.8,9.2,19.4,0.472,5.1,11.7,0.437,4,7.7,0.525,0.604,3.8,4.2,0.916,0.7,4.7,5.3,5.2,1.3,0.4,2.8,2.4,27.3,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,9.7,0.199,4.9,6.3,7.509478023,0.277037952
6,0,Damian Lillard,2018,28,PG,1,POR,69,1010,0.068,1043785,80,53,6,16,35.5,8.5,19.2,0.444,3,8,0.369,5.6,11.1,0.499,0.522,5.9,6.4,0.912,0.9,3.8,4.6,6.9,1.1,0.4,2.7,1.9,25.8,23.7,0.588,0.419,0.335,2.6,11.1,7,30.6,1.5,1,10.8,29.3,12.1,0.205,5.4,5.5,6.364833398,-0.762903153
7,0,Joel Embiid,2018,24,C,5,PHI,49,1010,0.049,2783833,64,51,7,6,33.7,9.1,18.7,0.484,1.2,4.1,0.3,7.8,14.6,0.535,0.517,8.2,10.1,0.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,26.1,0.593,0.219,0.541,8.1,34,21.4,18.4,1,4.4,13.2,33.3,8.7,0.194,3.3,4.1,2.686678599,4.84082089
8,0,Kevin Durant,2018,30,SF,3,GSW,25,1010,0.025,3150648,78,57,3,1,34.6,9.2,17.7,0.521,1.8,5,0.353,7.5,12.8,0.587,0.571,5.7,6.5,0.885,0.4,5.9,6.4,5.9,0.7,1.1,2.9,2,26,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,11.5,0.204,4.3,4.3,5.22035192,-0.156450057
9,0,Kawhi Leonard,2018,27,SF,3,TOR,13,1010,0.013,3580531,60,58,2,5,34,9.3,18.8,0.496,1.9,5,0.371,7.5,13.8,0.542,0.546,6.1,7.1,0.854,1.3,6,7.3,3.3,1.8,0.4,2,1.5,26.6,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1,8.4,30.3,9.5,0.224,3.6,5,5.729369444,0.899991488
10,0,Russell Westbrook,2018,30,PG,1,OKC,8,1010,0.008,2512374,73,49,10,7,36,8.6,20.2,0.428,1.6,5.6,0.29,7,14.5,0.481,0.468,4.1,6.2,0.656,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,6.8,0.124,5.6,6.5,2.541995497,-1.110208199
